sampleid,locid,substrate,batid,species,year,repro,use,dfresh,dmarine,dforcore,elev,slope,aspect,bldg060,bldg090,bldg120,bldg150,bldg180,bldg210,bldg240,bldg270,bldg300,bldg330,bldg360,road060,road090,road120,road150,road180,road210,road240,road270,road300,road330,road360,ptcc060,ptcc090,ptcc120,ptcc150,ptcc180,ptcc210,ptcc240,ptcc270,ptcc300,ptcc330,ptcc360,pdev060,pdev090,pdev120,pdev150,pdev180,pdev210,pdev240,pdev270,pdev300,pdev330,pdev360,pfor060,pfor090,pfor120,pfor150,pfor180,pfor210,pfor240,pfor270,pfor300,pfor330,pfor360,pgra060,pgra090,pgra120,pgra150,pgra180,pgra210,pgra240,pgra270,pgra300,pgra330,pgra360,pwet060,pwet090,pwet120,pwet150,pwet180,pwet210,pwet240,pwet270,pwet300,pwet330,pwet360
1828,R022,Bldg,EPFU.364,EPFU,2016,1,0,79.045752,1240.564656,109.493341,12,0,0.54,4.420970643,3.929751682,4.19992211,4.102660755,4.027995472,4.114209414,4.255184243,4.497382481,4.774648293,4.530581483,4.543775382,222.8377995,327.4676453,191.3841449,193.4063379,192.4671459,214.5008095,172.4290535,167.4776274,148.8719636,159.627216,145.0757394,61.090909,56.793103,57.530612,56.415584,53.973214,50.516556,47.179104,NA,NA,NA,NA,0.489836,0.569338,0.618079,0.647755,0.676863,0.703337,0.741053,0.771487,0.799843,0.817506,0.835018,0.510164,0.420811,0.349852,0.304841,0.267896,0.249683,0.223414,0.200845,0.178075,0.163927,0.149109,0,0,0,0,0,0,0,0,0,0,0,0,0.009851,0.032069,0.047404,0.055242,0.04698,0.035533,0.027668,0.022082,0.018568,0.015873
1829,R022,Bldg,EPFU.364,EPFU,2016,1,0,753.877692,635.926846,376.396668,11,0,0.54,5.305164771,4.715702018,4.420970642,4.951487118,4.322726848,4.691642314,4.752543441,4.846693741,4.703912763,4.822877063,4.961311498,332.4095297,275.8710779,314.6537875,201.378424,170.5555059,151.465344,164.1541886,174.3918266,172.0339648,142.1768304,153.8905483,25.181818,27.074074,31.510638,34.013333,36.39823,37.716216,38.959799,NA,NA,NA,NA,1,1,1,1,0.998061,0.992161,0.987254,0.981968,0.981073,0.984085,0.982311,0,0,0,0,0.001939,0.007839,0.012746,0.018032,0.018927,0.015915,0.017689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,R022,Bldg,EPFU.364,EPFU,2016,1,0,215.634939,1832.606104,363.199429,16,0,0.54,2.652582386,2.357851009,2.431533853,2.405008029,2.161363424,2.093194263,2.265747454,2.226859287,2.334272499,2.542971542,2.701704281,309.6608475,291.8442486,164.1623898,160.5641319,147.7083777,223.1874304,188.2917576,217.4536352,222.3998599,198.1993145,185.0861874,6.923077,14.275862,20.196078,23.5125,26.973913,29.205128,30.467662,NA,NA,NA,NA,0.857512,0.766114,0.687825,0.690712,0.738634,0.763718,0.783517,0.775263,0.760388,0.742608,0.72791,0.142488,0.233886,0.312175,0.309288,0.261366,0.236282,0.212875,0.218072,0.231138,0.245365,0.258573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003608,0.009474,0.019481,0.028968,0.031234
1831,R022,Bldg,EPFU.364,EPFU,2016,1,0,1165.638242,2173.336975,1444.921506,18,0,0.54,5.305164771,5.108677186,5.084116238,4.385602876,4.617458224,4.691642314,4.752543441,4.541046388,4.668544998,4.618270157,4.44553159,262.0423504,269.9785674,151.8629441,245.6178342,225.7987415,216.8515132,193.9390455,178.1020759,151.953418,151.3787729,146.7879359,63.454545,60.714286,58.673469,55.324675,53.831858,51.960265,51.43,NA,NA,NA,NA,0.683639,0.698328,0.727607,0.751995,0.764636,0.760294,0.755939,0.742073,0.730474,0.710794,0.692178,0.316361,0.301672,0.272393,0.248005,0.235364,0.239706,0.244061,0.257927,0.269526,0.289206,0.307822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,R022,Bldg,EPFU.364,EPFU,2016,1,0,207.787593,891.071586,465.047446,17,10.02,0.53,6.1893589,5.501652355,4.19992211,4.810016058,3.92975168,4.042030301,4.144659977,4.017079497,4.06729299,3.945990324,3.782385993,606.8625428,364.6998152,225.3157195,299.1436954,248.5685032,182.6217575,182.1237286,176.4291869,161.7012849,146.8260347,124.1447998,34.5,40.714286,45.16,44.2375,45.965517,47.730769,49.845771,NA,NA,NA,NA,1,1,1,0.969015,0.945088,0.920824,0.877784,0.864433,0.87129,0.871317,0.864029,0,0,0,0.030985,0.054912,0.079176,0.122216,0.135567,0.126232,0.121465,0.118565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030985,0.046976,0.044796,0.047959,0.046583,0.043596,0.042935,0.04841
1833,R022,Bldg,EPFU.364,EPFU,2016,1,0,249.081892,276.15133,727.281803,9,0,0.54,5.305164771,6.680577859,5.747261834,5.092958179,4.42097064,3.897672076,3.868349312,3.624104329,3.359937688,3.098333144,2.898191865,667.48068,296.65808,166.87017,140.2594864,156.7572481,118.5088838,112.1066757,123.6387186,108.1955854,112.4891274,105.7577019,10.923077,13.689655,22.3,28.259259,30.62931,31.74026,33.402985,NA,NA,NA,NA,0.988692,0.930469,0.897927,0.882808,0.857985,0.82597,0.781577,0.728018,0.679142,0.634728,0.592924,0,0,0,0.016795,0.058743,0.104942,0.151513,0.180916,0.191059,0.208034,0.235783,0.011308,0.069531,0.102073,0.100397,0.083272,0.068101,0.056337,0.05006,0.052189,0.05151,0.046639,0,0,0,0,0,0.000987,0.010572,0.041006,0.07761,0.1086,0.129696
1834,R022,Bldg,EPFU.364,EPFU,2016,1,0,210.002816,1219.909887,233.888645,13,0,0.54,4.420970643,3.929751682,4.642019174,3.961189694,3.536776512,3.464597401,3.481514381,3.274793068,3.466040983,3.273710491,3.168362293,1243.332063,648.8883523,364.9996981,285.4995438,211.2231218,176.9582658,152.8705193,157.7549977,176.3838478,148.7122852,146.4360016,35.153846,35.428571,34.411765,36.128205,37.919643,39.096154,39.363184,NA,NA,NA,NA,0.950152,0.918814,0.906449,0.872098,0.825196,0.780182,0.706658,0.669324,0.647222,0.637309,0.636225,0.049848,0.081186,0.07564,0.071239,0.073112,0.082406,0.116553,0.156787,0.189941,0.213338,0.227408,0,0,0.017911,0.056663,0.100893,0.130422,0.149833,0.149218,0.137263,0.126762,0.115283,0,0,0,0,0.0008,0.00699,0.026955,0.024671,0.025574,0.02259,0.022866
1835,R022,Bldg,EPFU.364,EPFU,2016,1,0,209.298928,911.067686,144.178532,8,0,0.54,5.305164771,4.715702018,4.420970642,4.810016058,4.617458224,4.619463202,4.642019175,4.584710296,4.597809467,4.618270157,4.347287797,575.1614895,414.255262,233.0185849,269.423095,254.1777629,212.5907036,215.6540308,170.3933083,176.8155689,160.077841,146.2721429,21.181818,29.285714,33.7,37.233766,40.106195,42.690789,42.97,NA,NA,NA,NA,1,1,0.99349,0.983716,0.976655,0.962008,0.937157,0.926406,0.908458,0.887395,0.865813,0,0,0,0,0,0.000849,0.00365,0.008151,0.026539,0.047609,0.070239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651,0.016284,0.023345,0.037992,0.062843,0.073085,0.079333,0.087773,0.098996
1836,R022,Bldg,EPFU.364,EPFU,2016,1,0,1674.063052,1620.792106,1336.079614,18,0,0.54,6.1893589,6.287602691,4.863067706,4.244131816,3.43853272,2.814985388,2.597320253,2.226859287,2.228169203,1.929150825,1.891192997,910.4166711,404.6296316,239.0339859,224.4367413,181.6616783,133.4657229,163.708763,129.3501337,104.7736083,98.75158667,94.84847265,67.153846,69.448276,70.823529,70.777778,69.991304,69.071429,69.049261,NA,NA,NA,NA,0.41937,0.295959,0.256419,0.232927,0.228912,0.220585,0.203907,0.199439,0.198066,0.201422,0.202374,0.58063,0.704041,0.743581,0.767073,0.771052,0.778006,0.778599,0.761836,0.743107,0.730139,0.72278,0,0,0,0,0.000036,0.001409,0.017494,0.038725,0.058827,0.068439,0.074847,0,0,0,0,0,0,0,0,0,0,0
1837,R022,Bldg,EPFU.364,EPFU,2016,1,0,103.276881,1048.098875,416.893149,12,29.21,0.14,11.49452367,7.859503364,6.189358898,5.234429239,4.322726848,4.114209414,3.481514381,3.318456976,3.253834392,3.215251375,3.168362293,203.9494246,192.1821991,237.9519279,188.0666615,148.1224599,113.9716188,146.2371406,136.7998711,120.2081914,134.1222995,128.1764554,64.083333,65,63.8125,60.6,57.363636,53.25,50.69697,NA,NA,NA,NA,0.905271,0.865632,0.860965,0.878248,0.866459,0.848541,0.797923,0.747338,0.718057,0.7095,0.700815,0.094729,0.134368,0.139035,0.121752,0.133541,0.15146,0.20093,0.239887,0.255958,0.246812,0.248313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005618,0.030955,0.037308,0.070515,0.075174,0.075677,0.084851,0.085551
1838,R022,Bldg,EPFU.364,EPFU,2016,1,0,310.704872,1783.969232,357.798442,14,0,0.54,4.420970643,5.108677186,4.19992211,4.244131816,3.635020304,3.320239176,2.818368785,2.70716227,2.440375794,2.192216847,2.136802477,0,0,86.32671921,103.5014575,227.5336009,175.44604,146.0751836,139.2790517,122.0749313,133.3643567,121.2356499,15.692308,16.068966,16.7,19.037975,20.955357,23.922581,27.653465,NA,NA,NA,NA,0.926337,0.812029,0.736115,0.632123,0.607997,0.611597,0.601051,0.572862,0.561195,0.560866,0.569053,0.036831,0.102284,0.132721,0.160027,0.163253,0.164156,0.201143,0.251431,0.28275,0.295952,0.297185,0.036831,0.085687,0.131164,0.207849,0.228751,0.224247,0.197806,0.175707,0.156055,0.139142,0.12355,0,0,0,0,0,0,0,0,0,0.004041,0.010213
1839,R022,Bldg,EPFU.364,EPFU,2016,1,0,413.170963,740.333226,350.037148,7,0,0.54,6.1893589,4.32272685,5.30516477,5.092958179,5.403408561,5.341254327,5.47095117,5.326996725,5.23442924,5.202861317,4.789384862,391.8754411,354.8154122,300.9461173,311.8451915,248.7342429,237.3494705,186.8485799,183.497677,187.3173893,170.0561445,175.5529626,42.230769,36.586207,36.392157,37.417722,37.115044,36.745098,36.816832,NA,NA,NA,NA,1,1,1,1,1,1,1,0.996353,0.98873,0.981637,0.964627,0,0,0,0,0,0,0,0.003647,0.01127,0.016551,0.031557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001811,0.003816
1840,R022,Bldg,EPFU.364,EPFU,2016,1,0,240.363861,1484.811483,226.362,16,0,0.54,3.536776514,3.929751682,3.978873577,3.961189694,3.92975168,3.897672076,3.592038647,3.493112606,3.466040983,3.478317397,3.413971773,203.8538912,506.5266127,284.9212196,205.6319977,188.6285114,143.120456,131.0861569,164.0386614,132.8713157,121.7953927,141.3340617,50.642857,48.928571,49.7,50.21519,49.699115,50.584416,51.522613,NA,NA,NA,NA,1,0.994138,0.944796,0.876873,0.83591,0.800987,0.764273,0.7506,0.746562,0.752518,0.753545,0,0.005862,0.055204,0.123127,0.163282,0.191077,0.219372,0.226801,0.225419,0.215271,0.215598,0,0,0,0,0.000808,0.007937,0.016355,0.022599,0.028019,0.03221,0.030858,0,0,0,0,0,0,0,0,0,0,0
1841,R022,Bldg,EPFU.364,EPFU,2016,1,0,993.093464,2234.315484,1405.17938,18,0,0.54,2.652582386,4.715702018,3.757825045,3.819718634,3.831507888,3.536776514,3.702562913,3.580440421,3.8550864,3.507546955,3.291167033,477.3975781,414.8327595,267.1715612,374.3091534,268.0078795,213.1567585,167.1742827,169.3152888,179.012858,216.997106,202.8380769,38,44.103448,46,48.2125,48.521739,48.474026,48.211823,NA,NA,NA,NA,0.858155,0.811396,0.835738,0.822521,0.825015,0.822736,0.782821,0.764783,0.749869,0.742994,0.741119,0.141845,0.188605,0.164262,0.177479,0.174985,0.177264,0.217179,0.235218,0.250131,0.257006,0.258881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,R022,Bldg,EPFU.364,EPFU,2016,1,0,695.345656,663.695122,313.567011,8,0,0.54,1.768388257,4.32272685,3.757825045,3.961189694,4.224483056,4.475104977,4.36570851,4.584710296,4.668544998,4.589040599,4.44553159,612.5501905,400.3780383,231.0450001,231.5330255,160.7868232,143.5130648,194.7278194,196.024719,192.5594353,162.103741,171.0569811,48.615385,50.724138,48.730769,48.050633,46.382609,44.096774,42.024752,NA,NA,NA,NA,1,0.988397,0.952513,0.946582,0.952945,0.959731,0.969543,0.976285,0.976765,0.971863,0.96552,0,0.011603,0.047487,0.053418,0.047055,0.040268,0.030457,0.023715,0.023235,0.028137,0.03448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,R022,Bldg,EPFU.364,EPFU,2016,1,0,685.656458,2080.188867,1028.053021,12,10.02,0.37,2.652582386,2.750826177,3.978873577,3.961189694,4.027995472,4.114209414,4.144659977,4.060743405,4.350235112,4.325974578,4.249044005,251.4139829,322.3774755,224.212737,143.4961517,153.9240475,190.3416798,145.7303486,147.4580958,134.7603587,143.4021572,151.2694014,57.545455,51.925926,50.06383,50.644737,49.495575,49.166667,49.735,NA,NA,NA,NA,0.364925,0.555688,0.646376,0.690501,0.721931,0.746797,0.781216,0.826087,0.861199,0.87886,0.880503,0.635075,0.444312,0.353624,0.309499,0.278069,0.253203,0.218784,0.173913,0.138801,0.12114,0.119497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,R022,Bldg,EPFU.364,EPFU,2016,1,0,91.923423,1211.626875,123.902421,11,0,0.54,6.1893589,5.108677186,5.30516477,4.385602876,4.224483056,4.042030301,4.476232776,4.410054665,4.845383823,4.822877063,4.764823914,342.8984804,264.2091812,219.1354541,259.5617421,208.1995517,225.2134576,194.6651895,165.5735356,151.0972095,145.5729994,160.485467,55,54.035714,52.7,51.21519,50.787611,49.448718,47.40796,NA,NA,NA,NA,0.534091,0.60297,0.675393,0.719971,0.750463,0.76062,0.77505,0.789008,0.813065,0.830975,0.848106,0.465909,0.39703,0.318216,0.253744,0.207906,0.193899,0.189417,0.183324,0.164853,0.150457,0.136021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006391,0.026286,0.041631,0.045481,0.035533,0.027668,0.022082,0.018568,0.015873
1845,R022,Bldg,EPFU.364,EPFU,2016,1,0,361.202192,1290.094292,233.391403,11,21.57,-0.05,3.536776514,3.929751682,4.420970642,4.102660755,3.733264096,3.031522726,2.763106652,2.663498362,2.475743559,2.250675963,2.161363425,459.645162,327.5815716,184.264634,117.9293658,119.1556029,140.5496161,107.6082998,95.64588133,77.47316387,68.04324794,63.64023527,33.928571,33.678571,36.86,40.759494,44.008929,46.818182,49.306533,NA,NA,NA,NA,0.962838,0.902283,0.854842,0.809178,0.773274,0.745004,0.681875,0.60641,0.558832,0.520074,0.490792,0.037162,0.097717,0.145158,0.189604,0.219771,0.234494,0.277704,0.343549,0.397004,0.442791,0.477462,0,0,0,0.001217,0.006954,0.020502,0.040422,0.050041,0.044164,0.037135,0.031746,0.037162,0.097717,0.117593,0.08642,0.061947,0.04698,0.035533,0.027668,0.022082,0.020679,0.027164
1846,R022,Bldg,EPFU.364,EPFU,2016,1,0,12.241724,1372.126679,830.212599,14,0,0.54,8.841941285,6.287602691,4.863067706,5.092958179,5.010433392,4.691642314,4.807805574,4.497382481,4.491706172,4.325974578,4.396409693,126.2866322,292.0742429,277.0208386,217.5567414,196.7943081,171.6631812,159.0574618,136.3836123,139.9924509,161.8174055,154.1155461,47,50.703704,49.604167,47.792208,46.088496,47.093333,47.23,NA,NA,NA,NA,0.753095,0.740883,0.751823,0.75241,0.76907,0.777871,0.790001,0.810727,0.826601,0.850839,0.87062,0.246905,0.259117,0.248177,0.24759,0.23093,0.22213,0.209999,0.189273,0.173399,0.149161,0.12938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003411,0.016085,0.019507,0.027064,0.024492,0.022804
1847,R022,Bldg,EPFU.364,EPFU,2016,1,0,896.014654,2074.144363,1162.920452,17,0,0.54,8.841941285,5.894627523,5.747261834,4.810016058,4.813945808,4.691642314,4.697281308,4.759365926,4.350235112,4.384433694,4.150800213,307.2336822,156.991204,373.8326328,239.252885,189.5019517,165.9709117,149.9862139,136.178474,159.8674481,145.2557659,128.450294,55.083333,51.071429,50.48,47.653846,46.300885,45.409091,45.465,NA,NA,NA,NA,0.999916,0.958354,0.932565,0.920916,0.899112,0.881224,0.855479,0.834487,0.815584,0.813067,0.811166,0.000084,0.041646,0.067435,0.079084,0.100888,0.118776,0.144521,0.165513,0.184416,0.186933,0.188834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,R022,Bldg,EPFU.364,EPFU,2016,1,0,348.389307,1219.727829,324.738524,13,0,0.54,3.536776514,3.536776514,3.536776513,3.819718634,3.43853272,3.464597401,3.426252248,3.405784791,3.430673218,3.624465187,3.438532721,480.6324177,213.6144079,237.2912653,151.8664098,105.4627846,128.675454,110.6889455,120.0426927,122.5305887,118.92618,118.9888001,47.583333,55.387097,55.711538,56.064103,54.095652,53.143791,52.956311,NA,NA,NA,NA,0.537509,0.533363,0.552615,0.594451,0.636193,0.671481,0.691427,0.682186,0.654487,0.641092,0.631166,0.462491,0.466637,0.447385,0.398756,0.343175,0.299732,0.274812,0.275319,0.302768,0.321773,0.337088,0,0,0,0.006793,0.020632,0.028787,0.03376,0.042495,0.042745,0.037135,0.031746,0,0,0,0,0,0,0,0,0,0.002072,0.005714
1849,R022,Bldg,EPFU.364,EPFU,2016,1,0,445.245667,1828.284118,714.335883,15,0,0.54,6.1893589,5.501652355,4.863067706,5.941784542,5.501652353,4.836000539,4.19992211,3.842423867,3.607512044,3.595235629,3.487654617,0,62.04601019,60.24677406,75.70986268,122.9118528,90.30258574,153.4809285,152.4441353,181.7281109,170.0851296,159.7123276,12.846154,16,16.588235,19.911392,21.778761,23.666667,25.816832,NA,NA,NA,NA,0.802981,0.700278,0.596411,0.56824,0.581015,0.607978,0.632004,0.654577,0.663732,0.663254,0.66618,0.197019,0.299722,0.403589,0.43176,0.418985,0.392022,0.367996,0.345423,0.336268,0.336746,0.33382,0,0,0,0,0,0,0,0,0,0,0,0.15533,0.148604,0.166522,0.136041,0.106195,0.083611,0.071401,0.066014,0.061677,0.055703,0.048318
1850,R022,Bldg,EPFU.364,EPFU,2016,1,0,492.886934,931.090834,104.089267,10,0,0.54,3.536776514,4.715702018,5.30516477,4.810016058,4.617458224,4.691642314,4.642019175,4.803029834,4.880751589,4.852106621,4.81394581,391.4006474,222.2760414,229.7738616,206.4479342,227.890312,206.2070025,216.2068693,201.8780892,192.2709636,196.011439,198.6816918,36.090909,38.037037,36.8125,36.87013,35.894737,34.847682,33.800995,NA,NA,NA,NA,0.902847,0.893664,0.879983,0.863199,0.876604,0.90011,0.923858,0.940711,0.952681,0.960212,0.965986,0.097153,0.106336,0.120017,0.136801,0.123396,0.099891,0.076142,0.059289,0.047319,0.039788,0.034014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,R022,Bldg,EPFU.364,EPFU,2016,1,0,935.070583,1762.368469,718.26645,14,19.47,0.37,5.305164771,3.929751682,4.420970642,3.678247573,3.340288928,3.248060064,3.039417317,3.143801346,2.970892271,3.01064447,2.898191865,251.1274843,111.6122153,120.167944,162.7036491,207.0482162,190.8508236,203.549706,167.9026791,147.8207563,133.7311515,129.9900569,60.692308,58.766667,56.75,56.55,56.695652,56.532468,55.719212,NA,NA,NA,NA,1,1,0.994627,0.955085,0.903367,0.856127,0.804424,0.763554,0.730278,0.70493,0.684989,0,0,0.005373,0.044915,0.096633,0.143873,0.195576,0.236446,0.269722,0.29507,0.312166,0,0,0,0,0,0,0,0,0,0,0.002845,0,0,0.005373,0.009422,0.015813,0.025572,0.037347,0.049872,0.055576,0.059994,0.060848
1852,R022,Bldg,EPFU.364,EPFU,2016,1,0,87.328203,1079.652905,412.621665,14,0,0.54,8.841941285,6.680577859,6.189358898,5.092958179,4.42097064,3.897672076,3.64730078,3.405784791,3.147731097,3.156792259,3.266606085,432.409948,226.4564725,179.3286545,163.3329826,151.0521905,126.31863,100.7949925,136.7998711,128.49966,138.5003998,132.0798973,61.5,61.857143,61.884615,60.3,56.612069,54.057692,51.435644,NA,NA,NA,NA,0.889908,0.828047,0.843032,0.866381,0.860255,0.822786,0.7535,0.718223,0.708707,0.70629,0.698882,0.110092,0.171953,0.156969,0.133619,0.139744,0.177214,0.243973,0.272494,0.265995,0.25528,0.249744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013761,0.02091,0.043777,0.064084,0.074928,0.079681,0.08585
1853,R022,Bldg,EPFU.364,EPFU,2016,1,0,215.709465,1117.214441,227.322317,11,0,0.54,3.536776514,3.143801346,2.652582385,3.112363331,2.652582384,2.309731601,2.099961055,1.964875841,1.662284961,1.57839613,1.547339725,417.1036775,343.5596955,193.2523287,123.6814904,107.628989,116.5964134,106.7587173,90.49877432,108.5595396,96.42239964,81.02159971,33.153846,40.222222,45.980392,48.884615,50.8125,53.077419,54.820896,NA,NA,NA,NA,0.984492,0.862325,0.725888,0.604589,0.528604,0.473628,0.431968,0.39534,0.371283,0.350724,0.333381,0.015508,0.137675,0.274112,0.395411,0.471396,0.526372,0.568032,0.603147,0.6159,0.621414,0.625905,0,0,0,0,0,0,0,0,0.005983,0.014693,0.022652,0,0,0.004114,0.02895,0.062616,0.098292,0.121665,0.128286,0.116157,0.106008,0.097426
1854,R022,Bldg,EPFU.364,EPFU,2016,1,0,492.017353,1041.117393,516.020622,12,14.04,1,4.420970643,3.536776514,3.536776513,3.678247573,4.322726848,4.330746752,4.255184243,4.584710296,4.562441702,4.384433694,4.396409693,281.2074423,260.7329157,239.250063,211.0350751,250.4073049,194.5154475,194.3970096,154.9241777,147.4752171,156.6186712,151.676119,59.230769,59.241379,58.18,55.55,55.321739,54.307692,51.940299,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0.994341,0.987285,0.983683,0,0,0,0,0,0,0,0,0.005659,0.012716,0.016317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,R022,Bldg,EPFU.364,EPFU,2016,1,0,418.65222,1650.077376,1132.484657,16,0,0.54,5.305164771,4.32272685,4.642019174,4.951487118,4.813945808,4.980358764,4.697281308,4.672038111,4.350235112,4.179826788,4.101678317,311.8746014,188.7978795,268.051551,245.8270471,201.8930518,182.5289109,142.0544159,125.0326081,108.4856981,101.8967059,89.79718311,56.230769,50.896552,44.431373,36.7625,30.069565,25.884615,24,NA,NA,NA,NA,0.579948,0.600102,0.644327,0.740741,0.814159,0.858603,0.887841,0.906514,0.912254,0.907771,0.903348,0.420052,0.399898,0.355673,0.259259,0.185841,0.141397,0.112159,0.093486,0.087746,0.092229,0.096652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458,0.00556,0.010213,0.016388,0.021654,0.022186
1856,R022,Bldg,EPFU.364,EPFU,2016,1,0,68.362971,1341.930702,939.689463,14,14.04,-0.45,5.305164771,5.501652355,4.642019174,4.527073937,4.715702016,4.691642314,4.420970643,4.715702018,4.491706172,4.472122368,4.617458226,226.5787785,174.9234811,256.6512424,176.8401328,226.6585045,210.0414337,178.8482414,165.0616666,165.0355603,154.3833946,166.1180732,33.923077,33.566667,35.153846,37.772152,41.008696,42.877419,43.576355,NA,NA,NA,NA,0.983069,0.941394,0.926104,0.903177,0.894224,0.89207,0.888055,0.877335,0.873113,0.877001,0.882832,0.016931,0.058606,0.073896,0.096823,0.105776,0.10793,0.111945,0.122665,0.126887,0.122999,0.117168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004677,0.016376,0.021427,0.022442,0.020408
1857,R022,Bldg,EPFU.364,EPFU,2016,1,0,927.202987,319.19342,875.45278,16,0,0.54,1.768388257,1.964875841,1.989436789,1.414710605,1.277169296,1.010507575,0.884194129,0.873278152,0.707355303,0.701509391,0.663145596,279.0565369,124.0251275,69.76413422,174.7702497,121.3682289,102.6507514,78.59198156,99.10857482,80.2779456,70.06920878,58.87759905,44.416667,49.096774,48.307692,48.303797,50.147826,51.235294,50.786408,NA,NA,NA,NA,0,0,0.012549,0.073146,0.091861,0.0849,0.075279,0.0757,0.075511,0.07808,0.078338,0.739637,0.758633,0.740266,0.705812,0.697595,0.697756,0.689483,0.658928,0.64092,0.628532,0.629225,0.260363,0.241367,0.247185,0.221041,0.210545,0.217345,0.235238,0.265372,0.283569,0.293387,0.292437,0.280774,0.225774,0.162606,0.104262,0.086929,0.084872,0.089901,0.085436,0.076357,0.069079,0.059823
1858,R022,Bldg,EPFU.364,EPFU,2016,1,0,371.378846,954.011783,205.745881,11,0,0.54,7.957747157,4.715702018,5.084116238,4.244131816,4.322726848,4.258567639,4.310446377,4.279062943,4.279499581,4.267515462,4.347287797,166.4839952,260.6340389,209.01896,272.4529994,235.4114954,202.6481724,175.6146448,170.8768716,174.0188623,176.3737499,169.3920982,45.181818,48.407407,45.851064,43.093333,43.513514,43.353741,43.15736,NA,NA,NA,NA,1,1,1,0.996869,0.985901,0.972014,0.958768,0.949612,0.938439,0.926295,0.919113,0,0,0,0.003131,0.014099,0.027986,0.041232,0.050388,0.061561,0.073705,0.078848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002039
1859,R022,Bldg,EPFU.364,EPFU,2016,1,0,380.911117,1476.691749,231.763812,15,0,0.54,2.652582386,2.357851009,2.652582385,2.546479089,2.554338592,2.526268938,2.597320253,2.750826177,2.652582385,2.601430658,2.456094801,508.5230332,226.0102369,156.8158071,141.1778774,170.6987923,131.6898386,124.0906756,123.140493,104.5221588,98.02059658,89.98981025,39.076923,48.482759,52.326923,53.461538,53.132743,54.214286,52.980198,NA,NA,NA,NA,1,1,0.979566,0.906676,0.857752,0.823616,0.791496,0.761729,0.736678,0.706827,0.670368,0,0,0.020434,0.093324,0.142248,0.176384,0.208504,0.238271,0.263322,0.291829,0.321057,0,0,0,0,0,0,0,0,0,0.001344,0.008574,0,0,0,0,0,0,0,0,0.000733,0.007368,0.01861
1860,R022,Bldg,EPFU.364,EPFU,2016,1,0,398.732628,1162.817389,209.70897,12,0,0.54,3.536776514,3.929751682,4.420970642,4.102660755,3.733264096,3.969851189,4.144659977,3.97341559,4.173396286,4.15059723,4.371848745,136.7219849,129.0797637,143.4627877,156.1209433,198.6319539,150.8399127,125.1052853,157.5584257,148.877718,145.0063663,134.0306555,31.230769,30.357143,30.647059,30.9375,32.477477,35.735484,38.131313,NA,NA,NA,NA,1,1,0.993019,0.94312,0.922839,0.888777,0.856277,0.843701,0.843455,0.849169,0.854076,0,0,0.006981,0.05688,0.077161,0.111223,0.143723,0.156299,0.156545,0.150831,0.145924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,R022,Bldg,EPFU.364,EPFU,2016,1,0,293.255059,1709.607936,484.909251,16,0,0.54,5.305164771,5.501652355,4.642019174,4.527073937,4.224483056,4.330746752,3.978873578,3.493112606,3.253834392,2.952185354,2.799948073,163.0157265,184.6846282,159.3424042,116.8771019,137.6524856,210.3453123,186.4485722,171.5419471,145.2727428,140.6804739,151.667894,18.333333,24.923077,31.470588,33.207792,32.243243,31.16129,31.41,NA,NA,NA,NA,1,0.985362,0.900818,0.769808,0.709978,0.660567,0.623765,0.603186,0.590713,0.587728,0.593048,0,0.00513,0.055015,0.151794,0.192694,0.208317,0.230736,0.238944,0.255023,0.267753,0.269489,0,0.009508,0.044167,0.078398,0.097328,0.131116,0.145499,0.15787,0.154264,0.144519,0.137464,0,0,0,0,0,0,0,0,0,0,0
